feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
1.1149174114318516,-0.8938386022999167,-2.698553963984006,0.5104161862540505,0.7748078466034917,-0.05875782668580065,-1.1324915672945244,1
1.4453418649447747,-1.148104718654857,-3.5589475811140296,-0.09839655475692974,1.7628673858381183,0.315507379714843,-0.4441354828475086,1
-0.8472847313051777,-0.24106345303851395,0.0511089299008536,0.39520791457944543,-1.0343009867464277,0.811869422435056,-0.41534676428787043,1
-0.6589046755712022,-0.6697166209248484,-2.0018054795994957,-0.8128091314237069,0.6952128538585924,1.8080283024022838,0.3174155474195208,0
-1.3676082301517667,0.05639407398925611,1.7783184827338752,-1.5867498430006135,0.8760092828442667,-0.8811642352290088,1.1079974518064577,1
0.7236344721922581,-1.0244674432561218,-0.0031232008187661755,-0.9849818490027659,2.0391318995140546,-1.6582344363731258,1.251276815495932,1
0.3564700322061345,-2.6621196105497713,-3.9114309787908357,1.1422565221358563,-0.0580020257532341,1.2731578963310346,-1.2609833054701975,1
-0.5446771860472157,-0.684204390472425,1.033464047697778,0.6314408301832836,-0.7630687919523671,-1.3378346216168628,-0.8032437471029754,1
-1.016339834154548,-0.2931485267095749,-0.08848146798632567,0.6833624427434645,-1.353747119388495,0.6322808563661932,-1.101867514710261,0
0.03725804452140813,-1.5934923467606827,-1.4687972292524687,0.6766088613980863,-0.12095835468790939,-0.02112805708129817,-0.7600960676616483,0
3.0243253655772064,-1.3836608048178727,-5.48333508546046,-0.1920349908820266,3.2572634127930704,-0.1696298052385008,-0.6313788064234002,1
-1.5615132878951732,-0.8698837805950609,-0.558956600876185,-1.074072410119168,0.2470831244974716,1.76795862278057,1.0588882588919062,0
-0.5412011805247288,-2.46953807793309,-3.407764059448257,0.9403660753731492,-0.08318196371636088,-0.1413442817876116,-2.732737394278777,1
0.45877501062448023,0.4848156172022775,-1.4636733102813289,0.11826260744600298,0.17220776902189439,0.7223538592136278,-0.7513630911408828,1
2.5887581761375955,-2.0101331263814943,-8.440649748965832,-0.13050508119201243,3.1817163636780057,2.1395478048284025,-1.478402073568202,1
0.5124135665571021,-1.1083251633711186,-1.336159016433209,3.141767036114262,-2.9302871746324985,0.7938568191715144,-2.4663158292199627,0
-1.0428868939155553,1.7120452270602917,3.6888850106203974,-0.7800365839816863,-0.2546109756404681,-2.1708354689571223,0.03612828543649693,0
-0.053659766841649637,0.7473508714112356,1.2425518083309857,-0.11845757584030707,-0.17079910228245287,-0.547385102535177,0.17241449761460537,1
2.288688428206073,-1.0251207960060027,-2.05454612259489,3.0163425071123733,-1.3617171984484104,-0.7823066491079971,-2.4425515771046586,1
-0.15605940197796508,2.4666579418573145,3.3908491308760738,-0.8454120933841717,-0.4658194643699023,0.5396639260977525,2.2261559191521503,0
-1.4283708030710027,-0.9087993444360238,-0.3836658912350348,1.2014302826890748,-2.1742998974640297,1.4885014717944338,-1.194594184666292,1
-0.9936520651073283,0.8667575501219467,1.116797994514961,2.072030166860996,-3.5009563922758953,1.2268131845031631,-1.8879465186782016,0
-0.7632628737506364,0.3474383081698602,-0.5715075165134589,0.1687890612073673,-0.7032877799857262,0.8290308860262345,-1.0674021233936324,1
-0.5036885215061786,-0.6706138581483948,0.437430159661983,1.7179374705740493,-2.2591336557341615,0.46750347522197455,-1.0437762920093219,0
0.19205837051315156,0.6494790226616207,4.14838953586164,1.8015279141592742,-2.7538767173050767,-0.8269615735271544,0.8194289241245254,0
1.5891859078896888,0.7566384006422957,-6.976205192771355,0.08941898639861072,1.3440860672419706,3.308897297758792,-2.6230095348038995,1
0.9527673761198099,-2.155237537530234,-0.6911691673832198,1.6368383084765668,-0.6925518903055277,-0.4912976603062582,-0.09618442494158885,1
0.1002299823825561,0.15337789023900017,-1.093888686011136,1.4229346978025024,-1.5576963893806541,1.0265943230076389,-1.6595493985313547,0
0.03098512398988329,0.7610822751996479,6.356428112490761,2.3479348194081826,-3.6102703642358827,-2.2576058095925484,0.8419664225641128,1
-1.6682891659513883,1.1486373462179857,3.0857626420905095,-0.9113974891929479,-0.8767446630118578,0.6162619496394621,1.562550262854017,0
-0.5170903677923647,2.3550173498273033,3.135631927496429,0.6829646857926228,-2.0942674921369036,-0.15231935399458618,-0.38215771479112226,0
-0.24271064153865807,0.8020973109547688,3.7455970103015086,1.4387739124880523,-2.5975296675849515,-0.4467292958132306,0.5834777322978202,0
1.6103302097803502,1.1609869564178692,4.902886957004779,0.740280675633655,-0.8681641694892431,-1.8653566885077206,2.8218964117231318,1
2.02478422214962,-0.0840356717292926,-8.227520359429983,-0.2719596729280837,2.4014071245442272,3.268786069421071,-2.300032275082578,1
-1.9840876233673668,-0.4645227671534413,-0.5952981496555099,0.17491706575489174,-1.3168053715178594,1.3870286943112244,-1.2833189100405675,0
1.5082322143626063,-0.9994114753895065,0.8830670147832259,3.493088146609528,-2.689938703495267,-1.8617307819320614,-2.002172191286817,1
-2.3426756688058674,-0.23064364863115516,0.25155451283430486,-1.6269615438635197,0.46443042266732437,0.594264431237238,0.18172513529203105,0
0.9075873745790377,2.3619910732930856,6.780707555740332,1.2671155843445163,-2.10394175737353,-3.2166903978610573,1.2767765190501537,0
