feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,target
2.014812062232248,-0.22264553365519246,-1.6615739268725678,-4.471068939957783,3.041977843305296,-3.2519962474624298,-1.3175908249226156,0
-0.25428035255177717,0.7466425827703299,2.2375464482351344,-5.2371754243779165,1.5530922130577847,-3.41333851929556,-1.2944918619256987,0
-2.6567305265522974,2.5089893188038914,-0.7340395670589412,0.6134788044610233,0.22469807677003084,1.3374743757009648,0.3435105902617934,0
0.751839489635871,0.6970750570185249,-2.837839600132399,0.4147406652144055,-0.7014133858913403,-0.30280124417796195,-0.5602787256059694,0
-1.4289372605305255,0.5948155395994544,0.14169742873202718,-0.16166032637000083,0.1172032546553805,0.8305586910760436,-0.7407376047566657,0
-0.3221141925826654,1.6759733133409935,-3.3619590124642285,-4.412289371703982,1.2449890436130584,-2.104815970254464,-3.8389521181602895,0
1.0278750175921751,0.45029061909763124,0.07152573276108909,-2.9227165555309,0.8731176906596588,-2.7136060634361305,-0.3265544779127998,1
-0.9596508726533591,-1.7605718411476876,3.330235217212538,1.4440999323714694,1.1213234865293673,2.1248946684691226,1.3298270371807464,1
1.3497956102574094,0.10641457938289167,-0.7537775816005119,-2.1052459291909944,1.0198871974700825,-2.1136924076245247,-0.1988346561592791,1
1.370904577846359,-0.8667047477780245,0.5931008777070048,-2.395833163000219,0.40310143771009344,-2.0639609965961716,-0.9859481454826732,0
2.3565779688921884,-0.9192296025314051,-0.31495830971020833,-3.5606259907974636,2.692016786129905,-3.02311854183246,-0.23651413050674974,0
0.8361902106703908,0.6052401805754744,0.05318829262807179,-2.573235503176361,0.6293274345708355,-2.4823012593313414,-0.20896479398763712,1
-0.48740741401961285,1.0197434570617756,-0.7053177460351916,0.49605885855043835,-1.1418637925685755,0.0613840652943447,-0.11805619247342958,0
0.22068331401396157,0.43749478358988414,-0.34778468074820834,-2.2988774083759353,1.0736229086879272,-1.4807390078160587,-0.8151148212430352,0
-1.8524983473007073,1.5755730826877015,-0.8700551544259665,-0.5617373184267918,1.3142286252391089,0.7780270133684638,-0.34429837217013537,0
-0.14530926378598297,0.9035045897181256,0.173642174486349,-3.5915592355814034,1.6320432697424385,-2.1984936477822377,-1.027471200279468,0
